,name_only,address_only,img_urls,img_files
0,Grace 48 (New Green Emporium),791 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_New_Green_Emporium_1_DannyPerez.jpg?itok=_BiBZszP,sitesdefaultfilesstyleslocationteaserpublicdiningnewgreenemporium1dannyperez.jpg
1,Green Symphony,255 W 43rd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Green-Symphony-Interior-1-compressor.jpg?itok=PCyA76d1,sitesdefaultfilesstyleslocationteaserpublicgreensymphonyinterior1compressor.jpg
2,Gregorys Coffee,762 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/GregorysCoffee_1.jpg?itok=Ij22bD7N,sitesdefaultfilesstyleslocationteaserpublicgregoryscoffee1.jpg
3,Ground Central Coffee,888 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/GroundCentral_1.jpg?itok=6IBcNmXM,sitesdefaultfilesstyleslocationteaserpublicgroundcentral1.jpg
4,Hale & Hearty,745 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Hale_and_Hearty_Soups_1_DannyPerez.jpg?itok=cHjTUrQO,sitesdefaultfilesstyleslocationteaserpublicdininghaleandheartysoups1dannyperez.jpg
5,Hard Rock Cafe,1501 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Hard_Rock_Cafe_1_DannyPerez.jpg?itok=AOXV1PLM,sitesdefaultfilesstyleslocationteaserpublicdininghardrockcafe1dannyperez.jpg
6,Harrison Restaurant and Bar,1605 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/externals/f13a98c75bc45e5ae64279ae8ada8886.jpg?itok=_5kVCevL,sitesdefaultfilesstyleslocationteaserpublicexternalsf13a98c75bc45e5ae64279ae8ada8886.jpg
7,Haswell Green's,240 W 52nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Haswell_Greens_1_DannyPerez.jpg?itok=Rdsi93Gq,sitesdefaultfilesstyleslocationteaserpublicdininghaswellgreens1dannyperez.jpg
8,Havana Central,151 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/HavanaCentral_1.jpeg?itok=4O_gxboq,sitesdefaultfilesstyleslocationteaserpublichavanacentral1.jpeg
9,HAVEN Rooftop at Sanctuary Hotel New York,132 W 47th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/006-20190603-WillCadena.com-Sanctuary-hotel-1024x683.jpg?itok=iZM-y3zs,sitesdefaultfilesstyleslocationteaserpublic00620190603willcadena.comsanctuaryhotel1024x683.jpg
10,Ho Ho Te,805 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Ho-Ho-Te-drinks-and-chicken.jpg?itok=SjuLg6K1,sitesdefaultfilesstyleslocationteaserpublicdininghohotedrinksandchicken.jpg
11,Hold Fast,364 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_HoldFast_364W46thSt.jpg?itok=ok9Slf2Z,sitesdefaultfilesstyleslocationteaserpublicdiningholdfast364w46thst.jpg
0,Hong Kong Station,157 W 47th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/b9f12db89523422ea33e378e3ae65524_th-1.jpg?itok=n_wauSls,sitesdefaultfilesstyleslocationteaserpublicb9f12db89523422ea33e378e3ae65524th1.jpg
1,Hourglass Tavern,373 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/floor1-10.jpg?itok=Q0hmFq_3,sitesdefaultfilesstyleslocationteaserpublicfloor110.jpg
2,Hunt & Fish Club,125 W 44th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Hunt_%2526_Fish_Club_1_DannyPerez.jpg?itok=BqBSOKtX,sitesdefaultfilesstyleslocationteaserpublicdininghunt2526fishclub1dannyperez.jpg
3,Hurley's Saloon,232 W 48th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Hurleys_1.jpg?itok=7PuawXDp,sitesdefaultfilesstyleslocationteaserpublicdininghurleys1.jpg
4,I Scream! Kiosk at Times Square,Broadway & 43rd Street,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_IScream_winter_1.jpg?itok=a1sQ9w3g,sitesdefaultfilesstyleslocationteaserpublicdiningiscreamwinter1.jpg
5,Ichiran,152 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Ichiran_1.jpg?itok=-B_LKkQR,sitesdefaultfilesstyleslocationteaserpublicdiningichiran1.jpg
6,ilili Box,700 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/externals/f13a98c75bc45e5ae64279ae8ada8886.jpg?itok=_5kVCevL,sitesdefaultfilesstyleslocationteaserpublicexternalsf13a98c75bc45e5ae64279ae8ada8886.jpg
7,Jasmine's Caribbean Cuisine,371 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Jasmines-Caribbean-Cuisine-exterior.jpg?itok=IX8qxd6N,sitesdefaultfilesstyleslocationteaserpublicdiningjasminescaribbeancuisineexterior.jpg
8,Joe Allen,326 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_JoeAllen1.jpg?itok=lDD1vYVz,sitesdefaultfilesstyleslocationteaserpublicdiningjoeallen1.jpg
9,John's Pizzeria,260 W 44th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/JohnsPizzeria_1.jpg?itok=jI1c48GT,sitesdefaultfilesstyleslocationteaserpublicjohnspizzeria1.jpg
10,Junior's Restaurant,1515 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Juniors-exterior-compressor.jpg?itok=WZxKjFe1,sitesdefaultfilesstyleslocationteaserpublicjuniorsexteriorcompressor.jpg
11,Junzi Kitchen,135 W 41st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Junzi_1_NataliaGoldstein.jpg?itok=_ZVnXW_j,sitesdefaultfilesstyleslocationteaserpublicdiningjunzi1nataliagoldstein.jpg
0,Just Salad,321 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Just-Salad-exterior.jpg?itok=kP_Ik78E,sitesdefaultfilesstyleslocationteaserpublicdiningjustsaladexterior.jpg
1,Krispy Kreme,1601 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Krispy-Kreme-interior.png?itok=V8PffvJi,sitesdefaultfilesstyleslocationteaserpublicdiningkrispykremeinterior.png
2,La Masseria,235 W 48th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_La_Masseria_1_DannyPerez.jpg?itok=vROMykB8,sitesdefaultfilesstyleslocationteaserpublicdininglamasseria1dannyperez.jpg
3,Latitude Bar & Grill,783 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Lattitude-Bar-and-Grill.jpg?itok=_CNxWqD8,sitesdefaultfilesstyleslocationteaserpublicdininglattitudebarandgrill.jpg
4,Lattanzi Restaurant,361 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Lattanzi_1_DannyPerez.jpg?itok=zL21zoIf,sitesdefaultfilesstyleslocationteaserpublicdininglattanzi1dannyperez.jpg
5,Le Bernardin,155 W 51st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Le_Bernardin_1_DannyPerez.jpg?itok=HSkE1rq4,sitesdefaultfilesstyleslocationteaserpublicdininglebernardin1dannyperez.jpg
6,Le Grande Lounge (inside Time Hotel),224 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/LeGrand_1%2B%281%29.jpg?itok=cDD5LDGJ,sitesdefaultfilesstyleslocationteaserpubliclegrand12b28129.jpg
7,Le Marais,150 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Le_Maris_1_DannyPerez.jpg?itok=yK88kMLx,sitesdefaultfilesstyleslocationteaserpublicdininglemaris1dannyperez.jpg
8,Lillie's Victorian Establishment,249 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Lillies_1-compressor.jpg?itok=rRFhY8y_,sitesdefaultfilesstyleslocationteaserpubliclillies1compressor.jpg
9,Little Italy Pizza,167 W 48th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Little-Italy-Pizza-exterior.jpg?itok=T0QJRFot,sitesdefaultfilesstyleslocationteaserpublicdininglittleitalypizzaexterior.jpg
10,Lobby Bar (inside Times Square EDITION Hotel),20 Times Sq,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/externals/f13a98c75bc45e5ae64279ae8ada8886.jpg?itok=_5kVCevL,sitesdefaultfilesstyleslocationteaserpublicexternalsf13a98c75bc45e5ae64279ae8ada8886.jpg
11,Los Tacos No. 1,229 W 43rd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Los-Tacos-No-1-interior.jpg?itok=aGWnBU9H,sitesdefaultfilesstyleslocationteaserpublicdininglostacosno1interior.jpg
0,Maison Kayser Bakery & Café,151 W 51st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Bakery_Maison_Kayser_Cafe_1_DannyPerez.jpg?itok=R89vH1wu,sitesdefaultfilesstyleslocationteaserpublicdiningbakerymaisonkaysercafe1dannyperez.jpg
1,Majestic Delicatessen Café,200 W 50th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/MajesticDeli_1-compressor.jpg?itok=b90qLitY,sitesdefaultfilesstyleslocationteaserpublicmajesticdeli1compressor.jpg
2,Margarita Saloon Mexican Bar and Grill,709 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Margarita_Saloon_Mexican_Bar_%2526_Grill_1_DannyPerez.jpg?itok=XCtG2ajT,sitesdefaultfilesstyleslocationteaserpublicdiningmargaritasaloonmexicanbar2526grill1dannyperez.jpg
3,Margon Restaurant,136 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Margon_2.jpg?itok=7bbZzeY-,sitesdefaultfilesstyleslocationteaserpublicdiningmargon2.jpg
4,Masseria Caffe & Bakery,235 W 48th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/7-1024x576.jpg?itok=DsREym7J,sitesdefaultfilesstyleslocationteaserpublic71024x576.jpg
5,McDonald's,1651 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/McDonalds_1-1651-Broadway-compressor.jpg?itok=HY5ag1mm,sitesdefaultfilesstyleslocationteaserpublicmcdonalds11651broadwaycompressor.jpg
6,McDonald's,688 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-McDonalds-688-8th-Ave-exterior.jpg?itok=NLZixBiT,sitesdefaultfilesstyleslocationteaserpublicdiningmcdonalds6888thaveexterior.jpg
7,McDonald's,1528 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_McDonalds-1528Bdwy_1_AndrewMeredith.jpg?itok=e8-mhtPU,sitesdefaultfilesstyleslocationteaserpublicdiningmcdonalds1528bdwy1andrewmeredith.jpg
8,McHale's,251 W 51st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_McHales.jpg?itok=9ag8I9zh,sitesdefaultfilesstyleslocationteaserpublicdiningmchales.jpg
9,Melt Shop,135 W 50th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_MeltShop_1.jpg?itok=EWNstLqm,sitesdefaultfilesstyleslocationteaserpublicdiningmeltshop1.jpg
10,Melt Shop,877 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_MeltShop_2.jpg?itok=RGbmUYgR,sitesdefaultfilesstyleslocationteaserpublicdiningmeltshop2.jpg
11,Meson Sevilla Ristorante,344 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_MesonSevillaRistorante_344W46thSt.jpg?itok=hQ6awDll,sitesdefaultfilesstyleslocationteaserpublicdiningmesonsevillaristorante344w46thst.jpg
0,Mia's Brooklyn Bakery,716 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_MiasBakery_1_HannahLee.jpg?itok=fQjxIdGT,sitesdefaultfilesstyleslocationteaserpublicdiningmiasbakery1hannahlee.jpg
1,Modern Tea Shop,300 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Modern-Tea-Shop-exterior.jpg?itok=5pQ8mfRg,sitesdefaultfilesstyleslocationteaserpublicdiningmodernteashopexterior.jpg
2,Natsumi,226 W 50th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Natsumi_1-compressor.jpg?itok=VM_sVUex,sitesdefaultfilesstyleslocationteaserpublicnatsumi1compressor.jpg
3,Nippori,245 W 51st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Nippori_1-compressor.jpg?itok=SVbC8FC9,sitesdefaultfilesstyleslocationteaserpublicnippori1compressor.jpg
4,Nisi NYC,250 W 47th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Nisi_InteriorTable.jpg?itok=SqVpUH9p,sitesdefaultfilesstyleslocationteaserpublicdiningnisiinteriortable.jpg
5,Nuchas (TSQ MKT),Broadway & 46th Street,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Nuchas_1_SaraKerens.jpg?itok=uc5aKJHc,sitesdefaultfilesstyleslocationteaserpublicdiningnuchas1sarakerens.jpg
6,O'Brien's Bar and Grill,134 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_OBriens_Bar_%2526_Grill_1_DannyPerez.jpg?itok=xc5DuieJ,sitesdefaultfilesstyleslocationteaserpublicdiningobriensbar2526grill1dannyperez.jpg
7,O'Donoghue's Pub and Restaurant,156 W 44th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_ODonoghues_1.jpg?itok=PWKoeAdn,sitesdefaultfilesstyleslocationteaserpublicdiningodonoghues1.jpg
8,O'Lunney's Times Square Pub,145 W 45th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_OLunneys_1.jpg?itok=Zv6YtPGz,sitesdefaultfilesstyleslocationteaserpublicdiningolunneys1.jpg
9,Olive Garden Italian Restaurant,2 Times Sq,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Olive_Garden_Italian_Restaurant_2_DannyPerez.jpg?itok=v7ZpK4sl,sitesdefaultfilesstyleslocationteaserpublicdiningolivegardenitalianrestaurant2dannyperez.jpg
10,Ootoya,141 W 41st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Ootoya_1_DannyPerez.jpg?itok=IGek8cWB,sitesdefaultfilesstyleslocationteaserpublicdiningootoya1dannyperez.jpg
11,Orso Restaurant,322 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Orso1.jpg?itok=wfltL8wM,sitesdefaultfilesstyleslocationteaserpublicdiningorso1.jpg
0,Osteria Al Doge,142 W 44th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Osteria_Al_Doge_1_DannyPerez.jpg?itok=nU2hUOki,sitesdefaultfilesstyleslocationteaserpublicdiningosteriaaldoge1dannyperez.jpg
1,P.S. Kitchen,246 W 48th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/PS%2BKitchen.jpeg?itok=Yf4nByS0,sitesdefaultfilesstyleslocationteaserpublicps2bkitchen.jpeg
2,Palm Restaurant,250 W 50th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/PalmRestaurant_1-compressor.jpg?itok=olttrd3t,sitesdefaultfilesstyleslocationteaserpublicpalmrestaurant1compressor.jpg
3,Paradise Club (at Times Square EDITION Hotel),701 7th Avenue,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/BFA_27283_3383071_resized1216x737.jpg?itok=jz3GXx1V,sitesdefaultfilesstyleslocationteaserpublicbfa272833383071resized1216x737.jpg
4,Pasta Lovers Trattoria,142 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Pasta_Lovers_Trattoria_1_DannyPerez.jpg?itok=mY0dd5TF,sitesdefaultfilesstyleslocationteaserpublicdiningpastaloverstrattoria1dannyperez.jpg
5,Patrick's Restaurant,259 W 42nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Patricks_1.jpg?itok=H7qPLE3Y,sitesdefaultfilesstyleslocationteaserpublicdiningpatricks1.jpg
6,Patzeria Perfect Pizza,231 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Patzeria_Pizza_1_DannyPerez.jpg?itok=XBnpkSrh,sitesdefaultfilesstyleslocationteaserpublicdiningpatzeriapizza1dannyperez.jpg
7,Pergola des Artistes,252 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Pergola_des_Artistes_1_DannyPerez.jpg?itok=YzBKuPFN,sitesdefaultfilesstyleslocationteaserpublicdiningpergoladesartistes1dannyperez.jpg
8,Planet Hollywood,1540 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_PlanetHollywood_1.jpg?itok=naXV3hxZ,sitesdefaultfilesstyleslocationteaserpublicdiningplanethollywood1.jpg
9,Playwright Celtic Pub,732 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_PlaywrightCeltic_1.jpg?itok=m3z4R4i_,sitesdefaultfilesstyleslocationteaserpublicdiningplaywrightceltic1.jpg
10,Playwright Tavern,202 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Playwright_Tavern_1_DannyPerz.jpg?itok=PrsMVwgg,sitesdefaultfilesstyleslocationteaserpublicdiningplaywrighttavern1dannyperz.jpg
11,Poke Bowl,840 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Poke_Bowl_1_DannyPerez.jpg?itok=wXUethii,sitesdefaultfilesstyleslocationteaserpublicdiningpokebowl1dannyperez.jpg
0,Port Gourmet Deli,681 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Port_Gourmet_Deli_1_DannyPerez.jpg?itok=CT9KE5-v,sitesdefaultfilesstyleslocationteaserpublicdiningportgourmetdeli1dannyperez.jpg
1,Pret A Manger,825 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Pret_A_Manger_825_Eighth_Ave_1_DannyPerez.jpg?itok=NBhkO3iU,sitesdefaultfilesstyleslocationteaserpublicdiningpretamanger825eighthave1dannyperez.jpg
2,Pret A Manger,787 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Pret_A_Manger_787_Seventh_Ave_1_DannyPerez.jpg?itok=nJwa4zx3,sitesdefaultfilesstyleslocationteaserpublicdiningpretamanger787seventhave1dannyperez.jpg
3,Prime Catch 46,140 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Prime-Catch-46-exterior.jpg?itok=hSQmurgT,sitesdefaultfilesstyleslocationteaserpublicdiningprimecatch46exterior.jpg
4,Princi Bakery,1633 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Princi_1_NataliaGoldstein-HannahLee.jpg?itok=576pYcpU,sitesdefaultfilesstyleslocationteaserpublicdiningprinci1nataliagoldsteinhannahlee.jpg
5,R Lounge (at Renaissance New York Times Square Hotel),714 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/_r-lounge-marriott-international-03.jpg?itok=6bP5QNad,sitesdefaultfilesstyleslocationteaserpublicrloungemarriottinternational03.jpg
6,Radio City Pizza,142 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Radio_City_Pizza_1_DannyPerez.jpg?itok=tWF_3rcV,sitesdefaultfilesstyleslocationteaserpublicdiningradiocitypizza1dannyperez.jpg
7,Ray's Famous Pizza,736 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Rays_Pizza_1_DannyPerez.jpg?itok=4g081Voh,sitesdefaultfilesstyleslocationteaserpublicdiningrayspizza1dannyperez.jpg
8,Real Kung Fu Little Steamed Buns Ramen,811 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Kung_Fu_Little_Steamed_Buns_Ramen_1_DannyPerez.jpg?itok=ZcF7DfOU,sitesdefaultfilesstyleslocationteaserpublicdiningkungfulittlesteamedbunsramen1dannyperez.jpg
9,Red Lobster,5 Times Sq,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Red_Lobster_1_DannyPerez.jpg?itok=1S8XbcZh,sitesdefaultfilesstyleslocationteaserpublicdiningredlobster1dannyperez.jpg
10,Red Moon,132 W 45th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Red_Moon_1_DannyPerez.jpg?itok=6919rHxx,sitesdefaultfilesstyleslocationteaserpublicdiningredmoon1dannyperez.jpg
11,Red Poke,885 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Red_Poke_1_DannyPerez.jpg?itok=T2YUCi1I,sitesdefaultfilesstyleslocationteaserpublicdiningredpoke1dannyperez.jpg
0,Ritz Bar & Lounge,369 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_The_Ritz_Bar_and_Lounge_1_DannyPerez.jpg?itok=A7QjX9lk,sitesdefaultfilesstyleslocationteaserpublicdiningtheritzbarandlounge1dannyperez.jpg
1,Rosie O'Grady's Midtown,800 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Rosie_OGradys_2_DannyPerez.jpg?itok=Ve39cjsp,sitesdefaultfilesstyleslocationteaserpublicdiningrosieogradys2dannyperez.jpg
2,Rum House,228 W 47th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_The_Rum_House_1_DannyPerez.jpg?itok=q26ZhbnY,sitesdefaultfilesstyleslocationteaserpublicdiningtherumhouse1dannyperez.jpg
3,Russian Samovar Restaurant,256 W 52nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_House_Of_Flavored_Vodkas_1_DannyPerez.jpg?itok=92qSX942,sitesdefaultfilesstyleslocationteaserpublicdininghouseofflavoredvodkas1dannyperez.jpg
4,Russian Vodka Room,265 W 52nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Russian_Vodka_Room_1_DannyPerez.jpg?itok=yuhRh9hR,sitesdefaultfilesstyleslocationteaserpublicdiningrussianvodkaroom1dannyperez.jpg
5,SAAR Indian Bistro,241 W 51st St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_SAARIndianBistro_1.jpg?itok=IT9Bnk8f,sitesdefaultfilesstyleslocationteaserpublicdiningsaarindianbistro1.jpg
6,Sake Bar Hagi 46,358 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Sake_Bar_Hagi_46_1_DannyPerez.jpg?itok=S89zYtPC,sitesdefaultfilesstyleslocationteaserpublicdiningsakebarhagi461dannyperez.jpg
7,Sangria 46,338 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Sangria_46_1_DannyPerez.jpg?itok=rdwOUGeM,sitesdefaultfilesstyleslocationteaserpublicdiningsangria461dannyperez.jpg
8,Sardi's Restaurant,234 W 44th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Sardis_1.jpg?itok=HLJrwRPy,sitesdefaultfilesstyleslocationteaserpublicdiningsardis1.jpg
9,Schnipper's Quality Kitchen,620 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Schnippers_1.jpg?itok=jxTe8YSz,sitesdefaultfilesstyleslocationteaserpublicschnippers1.jpg
10,Serafina at the Time Hotel,224 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Theatre_Serafina_At_The_Time_Hotel_1_DannyPerez.jpg?itok=1YdlxzY7,sitesdefaultfilesstyleslocationteaserpublictheatreserafinaatthetimehotel1dannyperez.jpg
11,Silky Kitchen,138 W 46th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Silky-Kitchen-exterior.jpg?itok=iutG--D3,sitesdefaultfilesstyleslocationteaserpublicdiningsilkykitchenexterior.jpg
0,SnackBox (TSQ MKT),Broadway & 46th Street,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_SnackBox_1.jpg?itok=BW7U0Fo5,sitesdefaultfilesstyleslocationteaserpublicdiningsnackbox1.jpg
1,SoHo Park,832 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_SohoPark_1.jpg?itok=zcLuSMMW,sitesdefaultfilesstyleslocationteaserpublicdiningsohopark1.jpg
2,Sombrero,303 W 48th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Sombrero_1_DannyPerez.jpg?itok=r8_Ax9Yc,sitesdefaultfilesstyleslocationteaserpublicdiningsombrero1dannyperez.jpg
3,St. Cloud (inside Knickerbocker Hotel),6 Times Sq,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_StCloud_1.jpg?itok=nIEiln3Q,sitesdefaultfilesstyleslocationteaserpublicdiningstcloud1.jpg
4,Starbucks,825 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Starbucks-825-8th-Ave-exterior.jpg?itok=WBzLaK1X,sitesdefaultfilesstyleslocationteaserpublicdiningstarbucks8258thaveexterior.jpg
5,Starbucks,1500 Broadway,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Starbucks_1500_Broadway_1_DannyPerez.jpg?itok=RM0MNCOR,sitesdefaultfilesstyleslocationteaserpublicdiningstarbucks1500broadway1dannyperez.jpg
6,Starbucks,770 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Starbucks-770-8th-Ave-exterior.jpg?itok=W0FJ7cGy,sitesdefaultfilesstyleslocationteaserpublicdiningstarbucks7708thaveexterior.jpg
7,Starbucks,750 Seventh Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Starbucks_Coffee_750_Seventh_Ave_1_DannyPerez.jpg?itok=g9c6_1mN,sitesdefaultfilesstyleslocationteaserpublicdiningstarbuckscoffee750seventhave1dannyperez.jpg
8,Starbucks,325 W 49th St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining-Starbucks-325-w-49th-exterior.jpg?itok=a3w-QofD,sitesdefaultfilesstyleslocationteaserpublicdiningstarbucks325w49thexterior.jpg
9,Starbucks,156 W 52nd St,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Starbucks%28156%2BW52ndST%29.jpg?itok=Tm9NTdIx,sitesdefaultfilesstyleslocationteaserpublicdiningstarbucks281562bw52ndst29.jpg
10,Starbucks,871 Eighth Ave,https://www.timessquarenyc.org/sites/default/files/styles/location_teaser/public/Dining_Starbucks_871_Eighth_Ave_2_DannyPerez.jpg?itok=cP45AAC7,sitesdefaultfilesstyleslocationteaserpublicdiningstarbucks871eighthave2dannyperez.jpg
